"AnimalName","numberOfAnimals","AnimalType"
"Fayrelyn Dawn of the Tiger",1,"D"
"Chilly",1,"D"
"Sally (aloha)",1,"D"
"Georgy",1,"D"
"Rosie Rue",1,"D"
"Jundee",1,"D"
"Caliber",1,"D"
"PJ  (Pippin Jnr)",1,"D"
"Pippin Paola",1,"D"
"Storm Laker",1,"D"
"Gretchen",1,"D"
"Astrid",1,"D"
"Rabbit",1,"D"
"Goku",1,"D"
"Ruffi",1,"D"
"Miss Olive",1,"D"
"Oliver John Cross",1,"D"
"Ba-Chi",1,"D"
"Lucy Liu",1,"D"
"Zukie",1,"D"
"Chicken",1,"D"
"Monas",1,"D"
"Pema",1,"D"
"Zabu",1,"D"
"Reeva",1,"D"
"Rusty Reynolds",1,"D"
"Jema",1,"D"
"Luckee",1,"D"
"Albus Dumbledog",1,"D"
"Ferrit",1,"D"
"Faolan",1,"D"
"Bruser",1,"D"
"Ripple",1,"D"
"Shado",1,"D"
"Georgina",1,"D"
"Wang Cai",1,"D"
"Bam Boo",1,"D"
"Nkosi",1,"D"
"Gizmo Claire Sim",1,"D"
"Honey Matilda",1,"D"
"Donkey",1,"D"
"Zhu",1,"D"
"Salt",1,"D"
"Taurus",1,"D"
"Sweety",1,"D"
"Beba",1,"D"
"Monika",1,"D"
"Myli Baldasarro",1,"D"
"Bulldozer",1,"D"
"Axel Blue",1,"D"
"Onix",1,"D"
"Lachey",1,"D"
"Hua",1,"D"
"Arley",1,"D"
"Mystery",1,"D"
"Mr E",1,"D"
"Trixie-Lou",1,"D"
"Teeko",1,"D"
"Liza",1,"D"
"Egg",1,"D"
"Alca",1,"D"
"Amba",1,"D"
"Nyila",1,"D"
"J",1,"D"
"Cafe",1,"D"
"Zem",1,"D"
"Daedric",1,"D"
"Evalast",1,"D"
"Mistee",1,"D"
"Zeke Oliver",1,"D"
"Shack",1,"D"
"Meika Tomasich",1,"D"
"Max Tomasich",1,"D"
"Puma",1,"D"
"Odinson Chuck",1,"D"
"Soozi",1,"D"
"Teeki",1,"D"
"bullmastiff",1,"D"
"Neeko",1,"D"
"Taisie",1,"D"
"Piccolo comes to Picco",1,"D"
"Almond",1,"D"
"Mooki",1,"D"
"Loewe",1,"D"
"Greta (Miss Exotica pedigree)",1,"D"
"Chevy Cruzin",1,"D"
"Cookies",1,"D"
"""J"" Junior",1,"D"
"Amica",1,"D"
"Rainee",1,"D"
"Monsie",1,"D"
"Vlad",1,"D"
"Scheita",1,"D"
"Sherbit",1,"D"
"Koukla",1,"D"
"Tanzanite",1,"D"
"Reicha",1,"D"
"Dusters",1,"D"
"Muggsey",1,"D"
"Bronkoe",1,"D"
"Eamon",1,"D"
"Zizou",1,"D"
"Brucie",1,"D"
"Toli",1,"D"
"Monie",1,"D"
"Russty",1,"D"
"Besser Block",1,"D"
"Wynston",1,"D"
"Egan",1,"D"
"Stash",1,"D"
"Bettyboopster",1,"D"
"Tarniya",1,"D"
"Bear Bear",1,"D"
"Malish",1,"D"
"Charlie Tolliday",1,"D"
"Billy Dingwall",1,"D"
"Rubee Kira",1,"D"
"Alfie Hilder",1,"D"
"Tulah",1,"D"
"Juluis",1,"D"
"Zaya",1,"D"
"Isabelle Brook",1,"D"
"Bonnie Olsson",1,"D"
"Soggy",1,"D"
"Norvik",1,"D"
"Duncairn Royal Brigadier Georg",1,"D"
"Winnie Mcleod",1,"D"
"Leroy Jethro Gibbs",1,"D"
"Breeka",1,"D"
"'Buddy' Brown",1,"D"
"Sparta",1,"D"
"Karkeys",1,"D"
"Asante Bear",1,"D"
"Sykes",1,"D"
"Madoussa",1,"D"
"Yip",1,"D"
"Ricci",1,"D"
"LV",1,"D"
"Holly Fernando",1,"D"
"Niles Miles",1,"D"
"Shanti Pocock",1,"D"
"Xala",1,"D"
"Splat",1,"D"
"Wolfey",1,"D"
"Mr Jones",1,"D"
"Sessel",1,"D"
"Apricot",1,"D"
"Beetie",1,"D"
"Zula",1,"D"
"Keeba",1,"D"
"Tudor",1,"D"
"Darci",1,"D"
"Chez",1,"D"
"Sura",1,"D"
"Burgess",1,"D"
"Molly (was Pandora)",1,"D"
"Bryon",1,"D"
"Osker",1,"D"
"Fushi",1,"D"
"Vuzi",1,"D"
"Savanna",1,"D"
"Calibre",1,"D"
"Komet",1,"D"
"Babybear",1,"D"
"Shadow Bott",1,"D"
"EJay",1,"D"
"Moli",1,"D"
"Nettle",1,"D"
"Fell",1,"D"
"Olllie",1,"D"
"Moni",1,"D"
"Nollie",1,"D"
"Snags",1,"D"
"Noonah",1,"D"
"Wallaby",1,"D"
"Franco",1,"D"
"Billy Slater",1,"D"
"Makuti",1,"D"
"California",1,"D"
"Koda (was Denae)",1,"D"
"Tandy",1,"D"
"Tamsyn",1,"D"
"CHALE",1,"D"
"Mr Squiggles",1,"D"
"Daario",1,"D"
"Ksubi",1,"D"
"Carmello",1,"D"
"Deano",1,"D"
"Shamate",1,"D"
"Zepp",1,"D"
"Rouge",1,"D"
"Prance",1,"D"
"Gearbox",1,"D"
"Gus Mathers",1,"D"
"Nugget Mathers",1,"D"
"Meekhoh",1,"D"
"Rexi",1,"D"
"Myka",1,"D"
"Georgie Bonney",1,"D"
"Mortimer",1,"D"
"Jazsmine",1,"D"
"Belli",1,"D"
"Zeddicus",1,"D"
"Barklee",1,"D"
"Candice",1,"D"
"Philby",1,"D"
"Jameson",1,"D"
"McGuigan",1,"D"
"Shari",1,"D"
"Qotsa",1,"D"
"Lily Rose",1,"D"
"Raf",1,"D"
"Crosby",1,"D"
"Waylan",1,"D"
"Ted-E-Bear",1,"D"
"Ruster",1,"D"
"Pikachu",1,"D"
"Tanner",1,"D"
"Rumer",1,"D"
"Jina",1,"D"
"Maloney",1,"D"
"Hanna",1,"D"
"Mr. Darcy",1,"D"
"Sana",1,"D"
"Brayan",1,"D"
"Bombo",1,"D"
"Mintee",1,"D"
"Envy",1,"D"
"Nakuru",1,"D"
"Honeybear",1,"D"
"Pipee",1,"D"
"Charlii",1,"D"
"Zdog",1,"D"
"Sufi",1,"D"
"Titchie",1,"D"
"Miney",1,"D"
"Sopie",1,"D"
"Hannibal",1,"D"
"Todger",1,"D"
"Esk",1,"D"
"Ruger",1,"D"
"Jin",1,"D"
"Oban",1,"D"
"Holly Yorke",1,"D"
"Mahala Yorke",1,"D"
"Matthew",1,"D"
"Zooie",1,"D"
"Marmalade",1,"D"
"Clampett",1,"D"
"Sula",1,"D"
"Riddick",1,"D"
"Sarang",1,"D"
"Ziena",1,"D"
"Stella Baylee",1,"D"
"Dundee",1,"D"
"Popi",1,"D"
"Hank Reginald",1,"D"
"Nukka",1,"D"
"Corrigan",1,"D"
"Maz",1,"D"
"Gaius",1,"D"
"Mbili",1,"D"
"Keta",1,"D"
"Kisha",1,"D"
"Lil Missy",1,"D"
"Cage",1,"D"
"Petsy",1,"D"
"Mookie",1,"D"
"Impala",1,"D"
"Tobby",1,"D"
"Tulli",1,"D"
"Geb",1,"D"
"Nugs",1,"D"
"Louie/ Deakin",1,"D"
"Phoebe Violets",1,"D"
"Libby Harriet",1,"D"
"Mooloomee",1,"D"
"Effi",1,"D"
"Raimondo",1,"D"
"Sharui",1,"D"
"Gabriel",1,"D"
"Rubi-Lee",1,"D"
"Delphi Wykes",1,"D"
"Young Money",1,"D"
"Ceasar",1,"D"
"Isabell - Bella",1,"D"
"Kiku",1,"D"
"Avalon",1,"D"
"Berkely",1,"D"
"Merk",1,"D"
"Shazzu",1,"D"
"Rocky B",1,"D"
"Choppy",1,"D"
"Calza",1,"D"
"Raferty Parknee",1,"D"
"Orsino",1,"D"
"Serafina",1,"D"
"Red dog",1,"D"
"Abbiegail",1,"D"
"Talous",1,"D"
"Webcke",1,"D"
"IRA",1,"D"
"Cosmo Bird",1,"D"
"Marley Bird",1,"D"
"Loka",1,"D"
"Innes",1,"D"
"Cassy",1,"D"
"Spookey",1,"D"
"TRAPPER",1,"D"
"Kuper",1,"D"
"Teyha",1,"D"
"Moomin",1,"D"
"Shanty",1,"D"
"Hugo Alderson",1,"D"
"Caylie",1,"D"
"Case",1,"D"
"Ruby Mills",1,"D"
"Nailah",1,"D"
"Thandie",1,"D"
"Bannana",1,"D"
"Codie",1,"D"
"Bass",1,"D"
"Stomper",1,"D"
"Hunie",1,"D"
"Annabell",1,"D"
"Healey",1,"D"
"Albee",1,"D"
"Alecia a/k Allie",1,"D"
"Theodore Sprocket",1,"D"
"Charlie (formerly Amalie Craig",1,"D"
"Blue Blue",1,"D"
"Pyd",1,"D"
"Madelyn",1,"D"
"Wiggle",1,"D"
"Javi",1,"D"
"Stella Blue",1,"D"
"Weiss",1,"D"
"Guppy",1,"D"
"Ratu",1,"D"
"Rahn",1,"D"
"Cye",1,"D"
"Lilliann",1,"D"
"Doogie Dog",1,"D"
"Muffie",1,"D"
"Diesel robertson",1,"D"
"Wooksie",1,"D"
"Bikki",1,"D"
"Nala-Rose",1,"D"
"No Name ?",1,"D"
"Lema",1,"D"
"Dhabi",1,"D"
"Pepper Potts",1,"D"
"Ted E. Bear",1,"D"
"Stanely",1,"D"
"Audrey Jane",1,"D"
"Chuggs",1,"D"
"Chesterford-Spencer",1,"D"
"Newbie",1,"D"
"Tsuni",1,"D"
"Miya",1,"D"
"Phoenix Gourlay",1,"D"
"Jeffrii",1,"D"
"Maximilian",1,"D"
"Miami",1,"D"
"Zimba Tottszer-Francis",1,"D"
"Harley Rose Davidson",1,"D"
"Chopps",1,"D"
"Tophett",1,"D"
"Payton",1,"D"
"Lady Penelope Kamlak",1,"D"
"Miss Megan Kamlak",1,"D"
"Pretty Purdy",1,"D"
"Gingi",1,"D"
"Jezabel",1,"D"
"Ollie Woodward",1,"D"
"Vivi",1,"D"
"Banditt",1,"D"
"Gov",1,"D"
"Gyspy",1,"D"
"Hayz",1,"D"
"Joogah",1,"D"
"Sue-she",1,"D"
"Grumpy",1,"D"
"PBow",1,"D"
"Teea",1,"D"
"Barko",1,"D"
"Bifur",1,"D"
"Rajha",1,"D"
"Nebraska",1,"D"
"Ellery",1,"D"
"Romulus",1,"D"
"Tegwyn",1,"D"
"Tinkerbel",1,"D"
"Hammond",1,"D"
"Johie",1,"D"
"Cupcake",1,"D"
"Charge",1,"D"
"ozziedog mignon",1,"D"
"Carley",1,"D"
"Clude",1,"D"
"Paddaman",1,"D"
"Harry Dean",1,"D"
"Sox Whatton",1,"D"
"Budgie",1,"D"
"Jangles",1,"D"
"Teco",1,"D"
"Lazara",1,"D"
"Zap",1,"D"
"Wez",1,"D"
"Siri",1,"D"
"Lava",1,"D"
"Boomerang",1,"D"
"Gorgeous George",1,"D"
"Arlee",1,"D"
"Molky",1,"D"
"Lissie",1,"D"
"Disney",1,"D"
"Louie Sol Hastie",1,"D"
"Rosie Mae Hastie",1,"D"
"Alicia",1,"D"
"Boston Wiedman",1,"D"
"Mist",1,"D"
"Mikoh",1,"D"
"Tua",1,"D"
"Winifred",1,"D"
"Mellie",1,"D"
"Chop",1,"D"
"Moshi",1,"D"
"Zeusy",1,"D"
"Noosa",1,"D"
"Rider",1,"D"
"Charles Ponter",1,"D"
"Chateau",1,"D"
"Raylan",1,"D"
"Staks",1,"D"
"Lochy",1,"D"
"Tempo",1,"D"
"Dili",1,"D"
"Nashoba",1,"D"
"Juvia",1,"D"
"Kaydan",1,"D"
"Missy Gutzke",1,"D"
"Stoker",1,"D"
"SNOOPDOGG",1,"D"
"Tyson Hardstaff",1,"D"
"James Bond",1,"D"
"Boris Johnson",1,"D"
"Rafferty",1,"D"
"Yadra",1,"D"
"Trixie Bell",1,"D"
"Robby",1,"D"
"Raffles",1,"D"
"Elise-May",1,"D"
"Cupcake (Cuppy)",1,"D"
"Buss",1,"D"
"Gita",1,"D"
"Pepito",1,"D"
"Bundo",1,"D"
"Littles",1,"D"
"Gilmore",1,"D"
"Urban",1,"D"
"Rhu",1,"D"
"Naura",1,"D"
"Soulja",1,"D"
"Zooey",1,"D"
"Keda",1,"D"
"Arden",1,"D"
"Caley",1,"D"
"Sieva",1,"D"
"Emi",1,"D"
"Zuni",1,"D"
"Laurie",1,"D"
"Colonel",1,"D"
"Tahi",1,"D"
"Messer",1,"D"
"Pippa Ohana",1,"D"
"Marlowe",1,"D"
"Cognac",1,"D"
"Choncho",1,"D"
"Emmi",1,"D"
"Corby Ben",1,"D"
"Casey Ben",1,"D"
"Wrecks",1,"D"
"Jayde",1,"D"
"Demni",1,"D"
"Neji",1,"D"
"Name",1,"D"
"Cruise",1,"D"
"Melarnie",1,"D"
"Kybis",1,"D"
"Kooy 2",1,"D"
"Mungi",1,"D"
"Teal Fleiter",1,"D"
"Satu",1,"D"
"Shylook",1,"D"
"Ricoh",1,"D"
"Ratbag",1,"D"
"Bella Fui",1,"D"
"Bundy smart",1,"D"
"Patricia",1,"D"
"Hitchens",1,"D"
"Brodi",1,"D"
"Joop",1,"D"
"Twokeys",1,"D"
"Kale",1,"D"
"Pumpernickel",1,"D"
"Bezzie",1,"D"
"Koda McCann",1,"D"
"Lupita",1,"D"
"Michonne",1,"D"
"Kohda",1,"D"
"Skootch",1,"D"
"Pilot",1,"D"
"Domi",1,"D"
"Brennan",1,"D"
"Scribbles",1,"D"
"Putty",1,"D"
"Zahli",1,"D"
"Macky",1,"D"
"Louie (formerly Scruffy)",1,"D"
"Crank",1,"D"
"Jen",1,"D"
"Locky Caves",1,"D"
"Marlon",1,"D"
"Curli-Sue",1,"D"
"Teddy-Rose",1,"D"
"Isis",1,"D"
"Hunnii Poppett Strawberry Bomb",1,"D"
"Meeka Hoy",1,"D"
"Chicka",1,"D"
"Lady Clementine",1,"D"
"Sunset",1,"D"
"Candy Pandy",1,"D"
"Bumby Junior",1,"D"
"Wynter",1,"D"
"Michel",1,"D"
"Zurie",1,"D"
"Cooba",1,"D"
"Nirvana",1,"D"
"Messi",1,"D"
"Ella May",1,"D"
"Tjula",1,"D"
"Larah",1,"D"
"Daisy Mae",1,"D"
"Ivy Pearl",1,"D"
"Josiephine",1,"D"
"Badja",1,"D"
"Sake",1,"D"
"Kesh",1,"D"
"Babette",1,"D"
"Didge",1,"D"
"Locke",1,"D"
"Vorhees",1,"D"
"Bizkit",1,"D"
"Rennie",1,"D"
"Zaylah",1,"D"
"Zanth",1,"D"
"Juan",1,"D"
"Lavender",1,"D"
"Crackles",1,"D"
"Sumi",1,"D"
"Nana",1,"D"
"Woolfie",1,"D"
"Ted Brown",1,"D"
"Hercule",1,"D"
"Era",1,"D"
"Chancey",1,"D"
"Vonni",1,"D"
"Le chon",1,"D"
"Sulley",1,"D"
"Horris",1,"D"
"Tilly (AKA Polker)",1,"D"
"Willow D3 Pillow Holdsworth",1,"D"
"Nyah",1,"D"
"Colby",1,"D"
"Oreo Riley",1,"D"
"Beatle",1,"D"
"Madam",1,"D"
"Zipy",1,"D"
"Gulliver",1,"D"
"Crickit",1,"D"
"Kotari",1,"D"
"Monty Ford",1,"D"
"labrador cross",1,"D"
"Zeppy",1,"D"
"Pupio",1,"D"
"Kysurakyan Chilha Rukus",1,"D"
"Ragga",1,"D"
"Wickit",1,"D"
"Sheddog",1,"D"
"Numpdy",1,"D"
"Zappo",1,"D"
"Trev",1,"D"
"Humphery",1,"D"
"Sir Colin Dunsmore Ross",1,"D"
"Grizzly",1,"D"
"Roughie",1,"D"
"Billy Ray",1,"D"
"Shebba",1,"D"
"Bundy Holland",1,"D"
"Dixon",1,"D"
"Chintzy",1,"D"
"Zucca",1,"D"
"Kianidoon Mandelar",1,"D"
"Snitzal",1,"D"
"Tallulah Butterfly",1,"D"
"Ava Brown",1,"D"
"Mister Buble",1,"D"
"Foxarella",1,"D"
"ROmpa (Bear)",1,"D"
"Airlie",1,"D"
"Timber",1,"D"
"Neska",1,"D"
"Beua",1,"D"
"Rubi Rose",1,"D"
"Cyzser",1,"D"
"Ruby Rose Ritchie",1,"D"
"Hazem",1,"D"
"Jaida",1,"D"
"Arky",1,"D"
"Charlie Meuwissen",1,"D"
"Eeyore",1,"D"
"Amoree",1,"D"
"Akoya",1,"D"
"Mr Spock",1,"D"
"Tooby",1,"D"
"Boone",1,"D"
"Nuckery",1,"D"
"Tammie",1,"D"
"Manches",1,"D"
"Schubert",1,"D"
"Bodom",1,"D"
"Lacee",1,"D"
"Pepeta",1,"D"
"Kuma Blu",1,"D"
"Kobee",1,"D"
"Ra",1,"D"
"Skoda",1,"D"
"Frenchy",1,"D"
"Beauden",1,"D"
"Oberon",1,"D"
"Minnie Harrison",1,"D"
"Beau Harrison",1,"D"
"Kuda",1,"D"
"Jozi",1,"D"
"Uluwatu",1,"D"
"Donald Joseph (DJ)",1,"D"
"Kabana",1,"D"
"Dozer Kelly",1,"D"
"Jeada",1,"D"
"Mellow",1,"D"
"Ariette",1,"D"
"Keani",1,"D"
"Kaba",1,"D"
"Billy Jean",1,"D"
"Marv",1,"D"
"Petree",1,"D"
"Snaggles",1,"D"
"Sativa",1,"D"
"Budsy",1,"D"
"Rokko Hill",1,"D"
"Malley",1,"D"
"Tezza",1,"D"
"Toca",1,"D"
"Waz",1,"D"
"Mo Moe",1,"D"
"Ivy Grey Hunter",1,"D"
"Bofor",1,"D"
"Wokkie",1,"D"
"Stache",1,"D"
"Big Bear",1,"D"
"Jacana",1,"D"
"Blossie",1,"D"
"Snowy Roberts",1,"D"
"Riggs",1,"D"
"Griz",1,"D"
"Talisker",1,"D"
"Ajaxx",1,"D"
"Cappuchinno",1,"D"
"Myar",1,"D"
"Paboo",1,"D"
"Schatzi",1,"D"
"Pira",1,"D"
"Zoom Zoom",1,"D"
"Seal",1,"D"
"Banjo O'Hara",1,"D"
"Cleaver",1,"D"
"Jeffery",1,"D"
"Bear Gerrard",1,"D"
"Loopy",1,"D"
"Sisi",1,"D"
"Luna Poppy",1,"D"
"Dannii",1,"D"
"Legacy",1,"D"
"Dally",1,"D"
"Dreamer",1,"D"
"Tooheys",1,"D"
"Muppy",1,"D"
"Lingus",1,"D"
"Laufi",1,"D"
"Meila",1,"D"
"Tululah",1,"D"
"Kumi",1,"D"
"Othello",1,"D"
"Stephy",1,"D"
"Murphy Watanabe",1,"D"
"Eri",1,"D"
"Ruckman",1,"D"
"Mietsie",1,"D"
"Ku",1,"D"
"Denzil",1,"D"
"Winnie (Brodie)",1,"D"
"Krysta",1,"D"
"Kelly  (Kyla)",1,"D"
"Poochini",1,"D"
"Skrach",1,"D"
"Pat the dog",1,"D"
"Eight",1,"D"
"Hun",1,"D"
"Lopez",1,"D"
"Etta",1,"D"
"Harley Ella May",1,"D"
"Zu",1,"D"
"Keesha",1,"D"
"Kuro",1,"D"
"Bisa",1,"D"
"Llizzie",1,"D"
"Fran",1,"D"
"Bronwyn",1,"D"
"Yeorgia",1,"D"
"Jugg",1,"D"
"Peroni",1,"D"
"Slater Barney",1,"D"
"Darcee",1,"D"
"Granite",1,"D"
"Jayah",1,"D"
"Sophie Leigh",1,"D"
"Nasus",1,"D"
"Coo",1,"D"
"Thembi",1,"D"
"Harlan",1,"D"
"Maxi Girl",1,"D"
"Luxie",1,"D"
"Grumble",1,"D"
"Gracie Trachter",1,"D"
"Optimus",1,"D"
"Miss Pepper Pants",1,"D"
"Bumpy",1,"D"
"Zivita",1,"D"
"Orio",1,"D"
"Teela",1,"D"
"Lyka",1,"D"
"Keyma",1,"D"
"Kimihiko",1,"D"
"Seanna",1,"D"
"BetBet",1,"D"
"Baba Looey",1,"D"
"Marnee",1,"D"
"Mogah",1,"D"
"Trudie Quintana",1,"D"
"Beadie Quintana",1,"D"
"Bobby Pearce",1,"D"
"Plio",1,"D"
"Krieger",1,"D"
"Arabella ""Bella""",1,"D"
"Buffie",1,"D"
"Lykoan",1,"D"
"Leda",1,"D"
"Sammi Elle",1,"D"
"Abe",1,"D"
"Buddy (Scooby)",1,"D"
"Iya",1,"D"
"Tazz",1,"D"
"Twilight",1,"D"
"Johnno",1,"D"
"Dance",1,"D"
"Boson",1,"D"
"Odey",1,"D"
"Zeekeio",1,"D"
"Mossy",1,"D"
"Billie Girl",1,"D"
"Boswell Natale",1,"D"
"Sir Charlie Theodore Roosevelt",1,"D"
"Rova",1,"D"
"Naish",1,"D"
"Grizzley",1,"D"
"Khlover",1,"D"
"Cyda",1,"D"
"Oscar Moyls",1,"D"
"Sadie Moyls",1,"D"
"MAAKA",1,"D"
"Leina",1,"D"
"Medo",1,"D"
"Ferret",1,"D"
"Kyan",1,"D"
"Pep",1,"D"
"Pupcake",1,"D"
"Haila",1,"D"
"Bowie (Blizzard)",1,"D"
"Harmony Rose",1,"D"
"Lollipop",1,"D"
"Giallina",1,"D"
"Solie",1,"D"
"Melk",1,"D"
"Chompa",1,"D"
"Millie Coco",1,"D"
"Andora",1,"D"
"Madeleine",1,"D"
"Punchie",1,"D"
"Pepper Hubble",1,"D"
"Zingo",1,"D"
"Shanel",1,"D"
"Carra",1,"D"
"Steveo",1,"D"
"Van",1,"D"
"Taiza",1,"D"
"Pee Jay Puppy Hart",1,"D"
"Brindi",1,"D"
"Liddy",1,"D"
"Scruffles",1,"D"
"Clancie",1,"D"
"Mabbs",1,"D"
"Kiva",1,"D"
"Mikaia",1,"D"
"Yager",1,"D"
"Ash Hold",1,"D"
"Milkshake",1,"D"
"Fury",1,"D"
"Rahni Hewerdine",1,"D"
"Kellsie",1,"D"
"Mato Shunka",1,"D"
"Gus Wilson",1,"D"
"Vinni",1,"D"
"Earl Sweatshirt",1,"D"
"Wallace (Wally)",1,"D"
"Cally",1,"D"
"Wheeler",1,"D"
"Stewart",1,"D"
"Alfie Male",1,"D"
"mitchh",1,"D"
"Sweetest",1,"D"
"Dillan",1,"D"
"Zedd",1,"D"
"Uri",1,"D"
"Dmitri",1,"D"
"Saphia",1,"D"
"Kimbo",1,"D"
"Tigray",1,"D"
"Keiki",1,"D"
"Myffanwy",1,"D"
"Abel",1,"D"
"Leggett",1,"D"
"Bailey Stensholm",1,"D"
"Phe Phe",1,"D"
"Reggie Schulz",1,"D"
"Ishta",1,"D"
"Ollie Hagenmaier",1,"D"
"Naboo",1,"D"
"Toula",1,"D"
"Malakhi",1,"D"
"Soozie",1,"D"
"Massy",1,"D"
"Meisie",1,"D"
"Tunco",1,"D"
"Stara",1,"D"
"Pip Ellis",1,"D"
"Jeda Wells",1,"D"
"Moto Moto Corrigan",1,"D"
"Bonnie Miller",1,"D"
"Salty Shaw",1,"D"
"Jalcom",1,"D"
"Itszie",1,"D"
"Olaf",1,"D"
"Roady",1,"D"
"Swoozie",1,"D"
"Bleeker",1,"D"
"Amarni",1,"D"
"chimala",1,"D"
"Thor Drummond",1,"D"
"Anouk Drummond",1,"D"
"Loz",1,"D"
"Alfa",1,"D"
"Sonnie",1,"D"
"cudda",1,"D"
"Bombi",1,"D"
"Vaelin",1,"D"
"Shosha",1,"D"
"Shefa",1,"D"
"Dom",1,"D"
"Kyia",1,"D"
"""POLLY""",1,"D"
"Zuzia",1,"D"
"Neerla",1,"D"
"Harry Brough",1,"D"
"Olliver",1,"D"
"Mississippi",1,"D"
"Scuffy",1,"D"
"Soleil",1,"D"
"Turk",1,"D"
"Miss Mutley",1,"D"
"Whitlam",1,"D"
"KOH KOH",1,"D"
"Vander",1,"D"
"Snookmz",1,"D"
"Perla",1,"D"
"Hubba",1,"D"
"Versace",1,"D"
"Ammo",1,"D"
"SiBella",1,"D"
"Vida",1,"D"
"Hunter Gordon",1,"D"
"Lolly Sweetpea",1,"D"
"Orka",1,"D"
"Toner",1,"D"
"Zimba",1,"D"
"Luc",1,"D"
"Oxley",1,"D"
"Horton",1,"D"
"Mayzie",1,"D"
"Tardis",1,"D"
"Jaks",1,"D"
"Nonu",1,"D"
"Ruthie",1,"D"
"Taini",1,"D"
"Henry Jnr",1,"D"
"Rudie",1,"D"
"Polley",1,"D"
"Lola (Scamp)",1,"D"
"Keanu",1,"D"
"Odin Edwards",1,"D"
"Ace Sharp",1,"D"
"Berney",1,"D"
"Kreuzer",1,"D"
"Oydda",1,"D"
"Dora Towns",1,"D"
"Harvee Pepper",1,"D"
"Octavia",1,"D"
"Mema",1,"D"
"Weapon",1,"D"
"Whitey",1,"D"
"Enslow",1,"D"
"Cruisenif Hot Tricks - Trixie",1,"D"
"Mu mu",1,"D"
"Tenshi",1,"D"
"Akuma",1,"D"
"Frosty Snow Cone",1,"D"
"Dangle",1,"D"
"Afshid",1,"D"
"Altiva",1,"D"
"Riley Rey",1,"D"
"Ginger James",1,"D"
"Shaidy",1,"D"
"Furiosa",1,"D"
"Neytiri",1,"D"
"Gippa",1,"D"
"Millar",1,"D"
"Mr Willis",1,"D"
"Toula Coward",1,"D"
"Crista",1,"D"
"Prinni",1,"D"
"Rufi",1,"D"
"Choc Chip",1,"D"
"Kiddo",1,"D"
"Steffy",1,"D"
"Fabio",1,"D"
"Ventus",1,"D"
"Zeno",1,"D"
"K. B. Tullamore",1,"D"
"Zarla",1,"D"
"Roko",1,"D"
"Elli May",1,"D"
"Brea",1,"D"
"Saya",1,"D"
"Carlee",1,"D"
"Vegas Nevada Eclipse",1,"D"
"Lambchop",1,"D"
"Jojo Dunn",1,"D"
"Dajia",1,"D"
"Mr Tibs",1,"D"
"Missymu",1,"D"
"Raff",1,"D"
"Malcolm",1,"D"
"Japha",1,"D"
"Owen",1,"D"
"Scrunchee",1,"D"
"Bentley-(Rusty)",1,"D"
"Olson",1,"D"
"Cylys",1,"D"
"HP",1,"D"
"Punch",1,"D"
"Jefferey",1,"D"
"Deacon",1,"D"
"Edmond",1,"D"
"Babygirl",1,"D"
"Xachery",1,"D"
"Charlise",1,"D"
"Cashy",1,"D"
"Ekko",1,"D"
"Wutu",1,"D"
"Duke Hass",1,"D"
"Bodi",1,"D"
"Tracker",1,"D"
"Trissy",1,"D"
"Jelli",1,"D"
"Ubli",1,"D"
"Cocco",1,"D"
"Wendy",1,"D"
"Audery",1,"D"
"Matti",1,"D"
"Bear Shand",1,"D"
"Penfold",1,"D"
"Sirram George",1,"D"
"Corky",1,"D"
"Meela",1,"D"
"Julie-Ann",1,"D"
"Gringa",1,"D"
"Jacksie",1,"D"
"Foxxie",1,"D"
"Barry-Allen",1,"D"
"Zaki",1,"D"
"Pinnichio",1,"D"
"Smudge Mitaros",1,"D"
"Max Mitaros",1,"D"
"Schneider",1,"D"
"Casper Reed",1,"D"
"ARLEYA",1,"D"
"Shoo",1,"D"
"Minga",1,"D"
"Kirri",1,"D"
"Siobhan",1,"D"
"Yoni",1,"D"
"Kobi Caramello",1,"D"
"Mhairi",1,"D"
"Olly (formerly Oreo)",1,"D"
"Wattle",1,"D"
"King Arthur",1,"D"
"Gazi",1,"D"
"Cani",1,"D"
"Box",1,"D"
"Kaala",1,"D"
"Ivy  (Previously Bubbles)",1,"D"
"MaccaDelta",1,"D"
"Jiya",1,"D"
"Butterscotch",1,"D"
"Sam Harris",1,"D"
"Riley Harris",1,"D"
"Indee",1,"D"
"Bauser",1,"D"
"Harper G",1,"D"
"Ruby Martin",1,"D"
"Banff",1,"D"
"Manuka",1,"D"
"Beretta Maree",1,"D"
"Hughie",1,"D"
"Parker Jude",1,"D"
"Baxxta",1,"D"
"Elsa-May",1,"D"
"Tupac",1,"D"
"Def",1,"D"
"Minnie Do",1,"D"
"Kairo",1,"D"
"Mini-May-Moon",1,"D"
"Big Red",1,"D"
"Nullah Bligh",1,"D"
"Thalia",1,"D"
"Fui",1,"D"
"Mr Smith",1,"D"
"Avi",1,"D"
"Rachel",1,"D"
"Darwin",1,"D"
"Pocket",1,"D"
"Morag Stanton",1,"D"
"Archie Stanton",1,"D"
"Rusky",1,"D"
"Hydra",1,"D"
"Biella",1,"D"
"Tawa",1,"D"
"Bronx Brown",1,"D"
"Stardust",1,"D"
"Professor Oliver Puddles",1,"D"
"Eddie Scotton",1,"D"
